speaker_iso,target_iso,year,count
CAF,JPN,1994,1
CAF,LBR,1994,1
CAF,PRK,1994,1
CAF,SDN,1994,1
CAF,TUR,1994,1
CAF,ZAR,1994,1
CAN,AGO,1994,1
CAN,BIH,1994,1
CAN,KHM,1994,1
CAN,MOZ,1994,1
CAN,PSE,1994,1
CAN,SLV,1994,1
CAN,SOM,1994,1
CAN,USA,1994,1
CAN,ZAF,1994,1
CHL,BOL,1994,1
CHL,BRA,1994,1
CHL,COL,1994,1
CHL,CUB,1994,1
CHL,ECU,1994,1
CHL,JOR,1994,1
CHL,LBN,1994,1
CHL,MEX,1994,1
CHL,MOZ,1994,1
CHL,PER,1994,1
CHL,PSE,1994,1
CHL,SYR,1994,1
CHL,VEN,1994,1
CHL,YUG,1994,1
CHN,IND,1994,1
CHN,SOM,1994,1
CIV,AGO,1994,1
CIV,BDI,1994,1
CIV,FRA,1994,1
CIV,GHA,1994,1
CIV,PRK,1994,1
CIV,SOM,1994,1
CIV,YUG,1994,1
CMR,AFG,1994,1
CMR,AGO,1994,1
CMR,ARE,1994,1
CMR,BGD,1994,1
CMR,BIH,1994,1
CMR,CYP,1994,1
CMR,GUY,1994,1
CMR,JOR,1994,1
CMR,KHM,1994,1
CMR,LBR,1994,1
CMR,LBY,1994,1
CMR,MOZ,1994,1
CMR,NGA,1994,1
CMR,PRK,1994,1
CMR,SOM,1994,1
CMR,TCD,1994,1
CMR,URY,1994,1
COD,BEL,1994,1
COD,CHN,1994,1
COD,ISR,1994,1
COD,PRK,1994,1
COG,BIH,1994,1
COG,GHA,1994,1
COG,GUY,1994,1
COG,ISR,1994,1
COG,LBY,1994,1
COG,SOM,1994,1
COG,TCD,1994,1
COG,TKM,1994,1
COG,USA,1994,1
COL,CUB,1994,1
COM,AGO,1994,1
COM,BDI,1994,1
COM,IND,1994,1
COM,JOR,1994,1
COM,LBR,1994,1
COM,LBY,1994,1
COM,MOZ,1994,1
COM,PRK,1994,1
COM,PSE,1994,1
COM,SOM,1994,1
CPV,BRA,1994,1
CPV,GIN,1994,1
CPV,IDN,1994,1
CPV,PRT,1994,1
CPV,RWA,1994,1
CPV,SDN,1994,1
CPV,TTO,1994,1
CRI,BIH,1994,1
CRI,CUB,1994,1
CRI,DNK,1994,1
CRI,IRL,1994,1
CRI,ISR,1994,1
CRI,JOR,1994,1
CRI,PRK,1994,1
CRI,RWA,1994,1
CRI,TWN,1994,1
CUB,DEU,1994,1
CUB,IND,1994,1
CYP,ARE,1994,1
CYP,CSK,1994,1
CYP,PSE,1994,1
CYP,RWA,1994,1
CYP,YUG,1994,1
CZE,AGO,1994,1
CZE,CSK,1994,1
CZE,HTI,1994,1
CZE,ISR,1994,1
CZE,JOR,1994,1
CZE,SOM,1994,1
CZE,USA,1994,1
DEU,CAN,1994,1
DEU,CHN,1994,1
DEU,DNK,1994,1
DEU,PRK,1994,1
DEU,RWA,1994,1
DEU,SOM,1994,1
DEU,UKR,1994,1
DEU,URS,1994,1
DEU,URY,1994,1
DJI,AGO,1994,1
DJI,ARE,1994,1
DJI,BDI,1994,1
DJI,CAN,1994,1
DJI,CHN,1994,1
DJI,IRN,1994,1
DJI,KHM,1994,1
DJI,LBR,1994,1
DJI,PRK,1994,1
DJI,TTO,1994,1
DJI,USA,1994,1
DJI,ZAR,1994,1
DMA,ARE,1994,1
DMA,JOR,1994,1
DMA,RWA,1994,1
DMA,USA,1994,1
DMA,YUG,1994,1
DNK,EST,1994,1
DNK,GBR,1994,1
DNK,HRV,1994,1
DNK,HTI,1994,1
DNK,IRN,1994,1
DNK,JOR,1994,1
DNK,LBN,1994,1
DNK,LTU,1994,1
DNK,LVA,1994,1
DNK,PRK,1994,1
DNK,PSE,1994,1
DNK,SYR,1994,1
DNK,URS,1994,1
DNK,USA,1994,1
DOM,MEX,1994,1
DZA,AGO,1994,1
DZA,BDI,1994,1
DZA,DEU,1994,1
DZA,GUY,1994,1
DZA,JOR,1994,1
DZA,KWT,1994,1
DZA,LBN,1994,1
DZA,LBR,1994,1
DZA,MAR,1994,1
DZA,MOZ,1994,1
DZA,PRK,1994,1
DZA,RUS,1994,1
DZA,RWA,1994,1
DZA,SYR,1994,1
DZA,USA,1994,1
ECU,ARE,1994,1
ECU,ISR,1994,1
ECU,SOM,1994,1
ECU,YUG,1994,1
EGY,BDI,1994,1
EGY,CHN,1994,1
EGY,GUY,1994,1
EGY,IRN,1994,1
EGY,JOR,1994,1
EGY,KWT,1994,1
EGY,RWA,1994,1
EGY,SYR,1994,1
ERI,CHN,1994,1
ERI,ETH,1994,1
ERI,JOR,1994,1
ERI,PSE,1994,1
ERI,RWA,1994,1
ERI,SDN,1994,1
ERI,YUG,1994,1
ESP,COL,1994,1
ESP,GBR,1994,1
ESP,HRV,1994,1
ESP,MDG,1994,1
ESP,RUS,1994,1
EST,LVA,1994,1
EST,USA,1994,1
ETH,CHN,1994,1
ETH,LBR,1994,1
ETH,PRK,1994,1
ETH,USA,1994,1
FIN,BLR,1994,1
FIN,DEU,1994,1
FIN,EST,1994,1
FIN,IRL,1994,1
FIN,JPN,1994,1
FIN,LVA,1994,1
FIN,RUS,1994,1
FIN,RWA,1994,1
FIN,SOM,1994,1
FIN,URY,1994,1
FIN,USA,1994,1
FIN,YUG,1994,1
FJI,CAN,1994,1
FJI,IRQ,1994,1
FJI,KHM,1994,1
FJI,KWT,1994,1
FJI,MYS,1994,1
FJI,PSE,1994,1
FJI,SYR,1994,1
FJI,YUG,1994,1
FRA,EGY,1994,1
FRA,GBR,1994,1
FRA,JPN,1994,1
FRA,LBN,1994,1
FRA,PRK,1994,1
FRA,RUS,1994,1
FSM,EST,1994,1
FSM,FRA,1994,1
FSM,GIN,1994,1
FSM,HTI,1994,1
FSM,RWA,1994,1
GAB,BIH,1994,1
GAB,CHN,1994,1
GAB,CIV,1994,1
GAB,CMR,1994,1
GAB,FRA,1994,1
GAB,GHA,1994,1
GAB,GUY,1994,1
GAB,ISR,1994,1
GAB,LBR,1994,1
GAB,SOM,1994,1
GAB,USA,1994,1
GBR,BWA,1994,1
GBR,CYP,1994,1
GBR,EGY,1994,1
GBR,FRA,1994,1
GBR,GHA,1994,1
GBR,MDA,1994,1
GBR,SOM,1994,1
GBR,UKR,1994,1
GBR,USA,1994,1
GBR,YUG,1994,1
GBR,ZMB,1994,1
GBR,ZWE,1994,1
GEO,ARM,1994,1
GEO,AZE,1994,1
GEO,CHE,1994,1
GEO,DDR,1994,1
GEO,JPN,1994,1
GEO,PRK,1994,1
GEO,TUR,1994,1
GEO,ZAF,1994,1
GHA,BIH,1994,1
GHA,CAN,1994,1
GHA,CHN,1994,1
GHA,COG,1994,1
GHA,CUB,1994,1
GHA,CYP,1994,1
GHA,DNK,1994,1
GHA,GUY,1994,1
GHA,KHM,1994,1
GHA,LBY,1994,1
GHA,MOZ,1994,1
GHA,RUS,1994,1
GHA,USA,1994,1
GHA,YUG,1994,1
GIN,AFG,1994,1
GIN,AGO,1994,1
GIN,BIH,1994,1
GIN,BLR,1994,1
GIN,CHN,1994,1
GIN,GHA,1994,1
GIN,GUY,1994,1
GIN,JOR,1994,1
GIN,PRK,1994,1
GIN,PSE,1994,1
GIN,RWA,1994,1
GIN,SOM,1994,1
GMB,CHN,1994,1
GMB,JOR,1994,1
GMB,NIC,1994,1
GMB,PSE,1994,1
GMB,TTO,1994,1
GMB,USA,1994,1
GNB,AGO,1994,1
GNB,CHN,1994,1
GNB,CUB,1994,1
GNB,FRA,1994,1
GNB,JOR,1994,1
GNB,LBR,1994,1
GNB,MOZ,1994,1
GNB,PSE,1994,1
GNB,RWA,1994,1
GNB,SDN,1994,1
GNB,SOM,1994,1
GNB,URY,1994,1
GNB,YUG,1994,1
GNQ,AGO,1994,1
GNQ,ESP,1994,1
GNQ,FRA,1994,1
GNQ,GUY,1994,1
GNQ,LBR,1994,1
GNQ,RWA,1994,1
GNQ,SOM,1994,1
GNQ,YUG,1994,1
GNQ,ZAF,1994,1
GRC,CSK,1994,1
GRD,BIH,1994,1
GRD,BRA,1994,1
GRD,ISR,1994,1
GRD,PSE,1994,1
GRD,RWA,1994,1
GRD,YUG,1994,1
GTM,BIH,1994,1
GTM,COL,1994,1
GTM,CUB,1994,1
GTM,ESP,1994,1
GTM,GBR,1994,1
GTM,HND,1994,1
GTM,JOR,1994,1
GTM,MLT,1994,1
GTM,NIC,1994,1
GTM,NOR,1994,1
GTM,PSE,1994,1
GTM,RWA,1994,1
GTM,TWN,1994,1
GTM,VEN,1994,1
GTM,ZAF,1994,1
GUY,CYP,1994,1
GUY,JOR,1994,1
GUY,ZAF,1994,1
HND,BIH,1994,1
HND,BRA,1994,1
HND,CHN,1994,1
HND,COL,1994,1
HND,CRI,1994,1
HND,CUB,1994,1
HND,FRA,1994,1
HND,GUY,1994,1
HND,HTI,1994,1
HND,IND,1994,1
HND,JOR,1994,1
HND,MDG,1994,1
HND,NIC,1994,1
HND,PSE,1994,1
HND,RWA,1994,1
HND,URY,1994,1
HRV,ARE,1994,1
HRV,CHN,1994,1
HRV,CSK,1994,1
HRV,DEU,1994,1
HRV,ISR,1994,1
HRV,JOR,1994,1
HRV,LBN,1994,1
HRV,RUS,1994,1
HRV,TUR,1994,1
HTI,ARG,1994,1
HTI,ARM,1994,1
HTI,BDI,1994,1
HTI,BIH,1994,1
HTI,CAN,1994,1
HTI,GEO,1994,1
HTI,ISR,1994,1
HTI,LBR,1994,1
HTI,PSE,1994,1
HTI,RWA,1994,1
HTI,SDN,1994,1
HTI,SOM,1994,1
HTI,URS,1994,1
HTI,VEN,1994,1
HTI,ZAF,1994,1
HUN,JOR,1994,1
HUN,JPN,1994,1
HUN,PSE,1994,1
HUN,RWA,1994,1
HUN,SOM,1994,1
HUN,SYR,1994,1
IDN,BGD,1994,1
IDN,DDR,1994,1
IDN,DEU,1994,1
IDN,GUY,1994,1
IDN,JOR,1994,1
IDN,LBN,1994,1
IDN,PSE,1994,1
IDN,TTO,1994,1
IND,BGD,1994,1
IND,CHN,1994,1
IND,RUS,1994,1
IND,RWA,1994,1
IND,USA,1994,1
IRL,DEU,1994,1
IRL,HTI,1994,1
IRL,KHM,1994,1
IRL,SLV,1994,1
IRN,AUS,1994,1
IRN,DDR,1994,1
IRN,OMN,1994,1
IRN,RUS,1994,1
IRN,SYR,1994,1
IRN,USA,1994,1
IRN,ZAF,1994,1
IRQ,ARE,1994,1
IRQ,BLR,1994,1
IRQ,CHN,1994,1
IRQ,DEU,1994,1
IRQ,KWT,1994,1
IRQ,SDN,1994,1
IRQ,ZAF,1994,1
ISL,BLR,1994,1
ISL,HTI,1994,1
ISL,IRL,1994,1
ISL,ISR,1994,1
ISL,JOR,1994,1
ISL,RWA,1994,1
ISL,SOM,1994,1
ISL,URY,1994,1
ISL,YUG,1994,1
ISR,BLR,1994,1
ISR,DZA,1994,1
ISR,EGY,1994,1
ISR,MAR,1994,1
ISR,SAU,1994,1
ITA,AGO,1994,1
ITA,ARG,1994,1
ITA,BLR,1994,1
ITA,DEU,1994,1
ITA,FJI,1994,1
ITA,GEO,1994,1
ITA,GTM,1994,1
ITA,HRV,1994,1
ITA,JOR,1994,1
ITA,KHM,1994,1
ITA,MDA,1994,1
ITA,MLT,1994,1
ITA,NAM,1994,1
ITA,RWA,1994,1
ITA,SLV,1994,1
ITA,UKR,1994,1
ITA,USA,1994,1
ITA,ZAF,1994,1
JAM,AFG,1994,1
JAM,BIH,1994,1
JAM,GUY,1994,1
JAM,PRK,1994,1
JAM,RWA,1994,1
JAM,TZA,1994,1
JAM,ZAR,1994,1
JOR,AGO,1994,1
JOR,CSK,1994,1
JOR,GEO,1994,1
JOR,HRV,1994,1
JOR,USA,1994,1
JOR,YUG,1994,1
JPN,BIH,1994,1
JPN,IDN,1994,1
JPN,MOZ,1994,1
JPN,PRK,1994,1
JPN,YUG,1994,1
KAZ,DDR,1994,1
KAZ,TKM,1994,1
KEN,BDI,1994,1
KEN,DDR,1994,1
KEN,DEU,1994,1
KEN,ETH,1994,1
KEN,GUY,1994,1
KEN,JOR,1994,1
KEN,LBR,1994,1
KEN,LBY,1994,1
KEN,MOZ,1994,1
KEN,NLD,1994,1
KEN,NOR,1994,1
KEN,PSE,1994,1
KEN,TCD,1994,1
KEN,TUR,1994,1
KEN,UGA,1994,1
KEN,URY,1994,1
KEN,USA,1994,1
KGZ,ARG,1994,1
KGZ,BIH,1994,1
KGZ,CHN,1994,1
KGZ,CSK,1994,1
KGZ,FRA,1994,1
KGZ,ISR,1994,1
KGZ,KAZ,1994,1
KGZ,PSE,1994,1
KGZ,YUG,1994,1
KGZ,ZAF,1994,1
KHM,BRN,1994,1
KHM,CHN,1994,1
KHM,GBR,1994,1
KHM,IDN,1994,1
KHM,IRL,1994,1
KHM,JOR,1994,1
KHM,MYS,1994,1
KHM,PHL,1994,1
KHM,SGP,1994,1
KHM,THA,1994,1
KNA,HRV,1994,1
KNA,JOR,1994,1
KNA,PSE,1994,1
KNA,YUG,1994,1
KOR,CSK,1994,1
KOR,GEO,1994,1
KOR,GUY,1994,1
KOR,RWA,1994,1
KOR,SOM,1994,1
KWT,IRN,1994,1
KWT,JOR,1994,1
KWT,LBN,1994,1
KWT,PRK,1994,1
LAO,AFG,1994,1
LAO,BFA,1994,1
LAO,BIH,1994,1
LAO,CHN,1994,1
LAO,GBR,1994,1
LAO,ISR,1994,1
LAO,MMR,1994,1
LAO,RWA,1994,1
LBN,CSK,1994,1
LBN,ROU,1994,1
LBN,URS,1994,1
LBR,BEN,1994,1
LBR,BIH,1994,1
LBR,DNK,1994,1
LBR,GUY,1994,1
LBR,RWA,1994,1
LBR,SAU,1994,1
LBR,SOM,1994,1
LBR,TZA,1994,1
LBR,UGA,1994,1
LBR,URS,1994,1
LBY,AFG,1994,1
LBY,AGO,1994,1
LBY,BTN,1994,1
LBY,CHN,1994,1
LBY,CYP,1994,1
LBY,FRA,1994,1
LBY,LBN,1994,1
LBY,LBR,1994,1
LBY,MLT,1994,1
LBY,MOZ,1994,1
LBY,NLD,1994,1
LBY,RWA,1994,1
LBY,SOM,1994,1
LBY,SYR,1994,1
LBY,TUN,1994,1
LCA,CHN,1994,1
LCA,GUY,1994,1
LCA,JOR,1994,1
LCA,NLD,1994,1
LCA,PSE,1994,1
LCA,RWA,1994,1
LCA,YUG,1994,1
LIE,GUY,1994,1
LIE,TTO,1994,1
LKA,BIH,1994,1
LKA,CHN,1994,1
LKA,CYP,1994,1
LKA,GUY,1994,1
LKA,JAM,1994,1
LKA,JOR,1994,1
LKA,RWA,1994,1
LSO,AGO,1994,1
LSO,BIH,1994,1
LSO,BWA,1994,1
LSO,CAN,1994,1
LSO,DEU,1994,1
LSO,GBR,1994,1
LSO,GUY,1994,1
LSO,HTI,1994,1
LSO,JPN,1994,1
LSO,LBR,1994,1
LSO,MOZ,1994,1
LSO,SOM,1994,1
LSO,SWE,1994,1
LSO,USA,1994,1
LSO,ZWE,1994,1
LTU,BIH,1994,1
LTU,CAN,1994,1
LTU,DNK,1994,1
LTU,HRV,1994,1
LTU,NLD,1994,1
LTU,RWA,1994,1
LTU,SWE,1994,1
LTU,USA,1994,1
LTU,ZAF,1994,1
LUX,DEU,1994,1
LUX,FRA,1994,1
LUX,HTI,1994,1
LUX,IRQ,1994,1
LUX,KWT,1994,1
LVA,GBR,1994,1
LVA,PSE,1994,1
MAR,BIH,1994,1
MAR,GUY,1994,1
MAR,IRN,1994,1
MAR,JOR,1994,1
MAR,PSE,1994,1
MAR,SYR,1994,1
MCO,FRA,1994,1
MDA,DEU,1994,1
MDA,EST,1994,1
MDA,JPN,1994,1
MDA,LVA,1994,1
MDA,NLD,1994,1
MDA,RUS,1994,1
MDA,SAU,1994,1
MDG,AGO,1994,1
MDG,IND,1994,1
MDG,IRQ,1994,1
MDG,KWT,1994,1
MDG,LBR,1994,1
MDG,MOZ,1994,1
MDG,PSE,1994,1
MDV,AGO,1994,1
MDV,GUY,1994,1
MDV,URY,1994,1
MEX,ARG,1994,1
MEX,BRA,1994,1
MEX,CHL,1994,1
MEX,URY,1994,1
MEX,USA,1994,1
MEX,ZAF,1994,1
MHL,AUS,1994,1
MHL,BIH,1994,1
MHL,EST,1994,1
MHL,GIN,1994,1
MHL,GUY,1994,1
MHL,JPN,1994,1
MHL,LVA,1994,1
MHL,NOR,1994,1
MHL,RUS,1994,1
MHL,ZAF,1994,1
MKD,ALB,1994,1
MKD,GRC,1994,1
MKD,RWA,1994,1
MKD,URY,1994,1
MKD,USA,1994,1
MKD,YUG,1994,1
MLI,AFG,1994,1
MLI,AGO,1994,1
MLI,BGD,1994,1
MLI,CHN,1994,1
MLI,GUY,1994,1
MLI,HTI,1994,1
MLI,LBR,1994,1
MLI,MAR,1994,1
MLI,MOZ,1994,1
MLI,USA,1994,1
MLT,BIH,1994,1
MLT,CIV,1994,1
MLT,DEU,1994,1
MLT,FRA,1994,1
MLT,RWA,1994,1
MLT,URY,1994,1
MMR,CIV,1994,1
MMR,JOR,1994,1
MMR,PSE,1994,1
MMR,URS,1994,1
MMR,URY,1994,1
MNG,AFG,1994,1
MNG,BIH,1994,1
MNG,BLR,1994,1
MNG,CUB,1994,1
MNG,GUY,1994,1
MNG,HTI,1994,1
MNG,JPN,1994,1
MNG,RUS,1994,1
MNG,RWA,1994,1
MNG,SOM,1994,1
MNG,URY,1994,1
MNG,ZAF,1994,1
MOZ,BRA,1994,1
MOZ,CIV,1994,1
MOZ,CSK,1994,1
MOZ,JOR,1994,1
MOZ,PSE,1994,1
MOZ,SYR,1994,1
MRT,AGO,1994,1
MRT,ARE,1994,1
MRT,FRA,1994,1
MRT,GUY,1994,1
MRT,ISR,1994,1
MRT,JOR,1994,1
MRT,KWT,1994,1
MRT,LBR,1994,1
MRT,MOZ,1994,1
MRT,PSE,1994,1
MRT,SOM,1994,1
MRT,TCD,1994,1
MUS,AGO,1994,1
MUS,BIH,1994,1
MUS,CHN,1994,1
MUS,FJI,1994,1
MUS,FRA,1994,1
MUS,GBR,1994,1
MUS,IRL,1994,1
MUS,LBR,1994,1
MUS,LKA,1994,1
MUS,LSO,1994,1
MUS,MOZ,1994,1
MUS,PAK,1994,1
MUS,SOM,1994,1
MUS,USA,1994,1
MUS,ZAR,1994,1
MWI,GUY,1994,1
MWI,LBR,1994,1
MWI,SOM,1994,1
MWI,YUG,1994,1
MWI,ZAR,1994,1
MWI,ZMB,1994,1
MYS,GUY,1994,1
MYS,ISR,1994,1
MYS,KHM,1994,1
MYS,PRK,1994,1
MYS,RWA,1994,1
MYS,SOM,1994,1
MYS,ZAF,1994,1
NAM,BRA,1994,1
NAM,BWA,1994,1
NAM,CUB,1994,1
NAM,GUY,1994,1
NAM,IND,1994,1
NAM,LBR,1994,1
NAM,LBY,1994,1
NAM,MOZ,1994,1
NAM,MWI,1994,1
NAM,PAK,1994,1
NAM,PSE,1994,1
NAM,RWA,1994,1
NAM,SAU,1994,1
NAM,SDN,1994,1
NAM,SOM,1994,1
NAM,TZA,1994,1
NAM,ZMB,1994,1
NER,ARE,1994,1
NER,BDI,1994,1
NER,CUB,1994,1
NER,DEU,1994,1
NER,DZA,1994,1
NER,FRA,1994,1
NER,HTI,1994,1
NER,IRQ,1994,1
NER,JOR,1994,1
NER,KWT,1994,1
NER,LBN,1994,1
NER,MAR,1994,1
NER,MOZ,1994,1
NER,PRK,1994,1
NER,SYR,1994,1
NER,TWN,1994,1
NER,ZMB,1994,1
NGA,AFG,1994,1
NGA,GUY,1994,1
NGA,KHM,1994,1
NGA,RWA,1994,1
NGA,SOM,1994,1
NGA,URS,1994,1
NGA,USA,1994,1
NGA,YUG,1994,1
NIC,HND,1994,1
NIC,IRL,1994,1
NIC,JOR,1994,1
NIC,MOZ,1994,1
NIC,PSE,1994,1
NIC,RWA,1994,1
NIC,TWN,1994,1
NIC,YUG,1994,1
NLD,HTI,1994,1
NLD,JPN,1994,1
NLD,PRK,1994,1
NLD,USA,1994,1
NLD,ZMB,1994,1
NOR,HRV,1994,1
NOR,IRN,1994,1
NOR,PSE,1994,1
NOR,RUS,1994,1
NOR,RWA,1994,1
NOR,USA,1994,1
NPL,AGO,1994,1
NPL,BDI,1994,1
NPL,BGD,1994,1
NPL,BIH,1994,1
NPL,GUY,1994,1
NPL,HTI,1994,1
NPL,KHM,1994,1
NPL,LBN,1994,1
NPL,LBR,1994,1
NPL,MOZ,1994,1
NPL,NIC,1994,1
NPL,PRK,1994,1
NPL,URY,1994,1
NZL,BIH,1994,1
NZL,KWT,1994,1
NZL,YUG,1994,1
NZL,ZAF,1994,1
OMN,BHR,1994,1
OMN,GUY,1994,1
OMN,IRN,1994,1
OMN,KWT,1994,1
OMN,MOZ,1994,1
OMN,QAT,1994,1
OMN,SOM,1994,1
OMN,SYR,1994,1
OMN,URY,1994,1
PAK,ARM,1994,1
PAK,CYP,1994,1
PAK,GUY,1994,1
PAK,RUS,1994,1
PAK,TTO,1994,1
PAK,TWN,1994,1
PAK,ZAF,1994,1
PAN,CAN,1994,1
PAN,CHN,1994,1
PAN,DEU,1994,1
PAN,FRA,1994,1
PAN,GUY,1994,1
PAN,MEX,1994,1
PER,BIH,1994,1
PER,USA,1994,1
PHL,AGO,1994,1
PHL,ARE,1994,1
PHL,BIH,1994,1
PHL,CYP,1994,1
PHL,LBN,1994,1
PHL,LBR,1994,1
PHL,MOZ,1994,1
PHL,PSE,1994,1
PHL,RWA,1994,1
PHL,SOM,1994,1
PHL,USA,1994,1
PNG,BIH,1994,1
PNG,GBR,1994,1
PNG,GUY,1994,1
PNG,HTI,1994,1
PNG,IRL,1994,1
PNG,ISR,1994,1
PNG,RWA,1994,1
PNG,SOM,1994,1
PNG,URY,1994,1
POL,BLR,1994,1
POL,CHN,1994,1
POL,CZE,1994,1
POL,HTI,1994,1
POL,HUN,1994,1
POL,LTU,1994,1
POL,RUS,1994,1
POL,RWA,1994,1
POL,SVK,1994,1
POL,URS,1994,1
POL,USA,1994,1
POL,YUG,1994,1
POL,ZAF,1994,1
PRK,ARE,1994,1
PRK,CUB,1994,1
PRK,KHM,1994,1
PRK,LBY,1994,1
PRT,BGD,1994,1
PRT,BIH,1994,1
PRT,BRA,1994,1
PRT,CIV,1994,1
PRT,COL,1994,1
PRT,GIN,1994,1
PRT,HTI,1994,1
PRT,IDN,1994,1
PRT,JOR,1994,1
PRT,MDG,1994,1
PRT,RWA,1994,1
PRT,URS,1994,1
PRT,URY,1994,1
PRT,USA,1994,1
PRT,YUG,1994,1
PRY,BIH,1994,1
PRY,BRA,1994,1
PRY,CHL,1994,1
PRY,CHN,1994,1
PRY,EGY,1994,1
PRY,ESP,1994,1
PRY,JOR,1994,1
PRY,PRT,1994,1
PRY,PSE,1994,1
PRY,TWN,1994,1
QAT,CHN,1994,1
QAT,GUY,1994,1
QAT,IRN,1994,1
QAT,JOR,1994,1
QAT,KWT,1994,1
QAT,RUS,1994,1
QAT,SYR,1994,1
QAT,TTO,1994,1
QAT,YUG,1994,1
ROU,BIH,1994,1
ROU,HTI,1994,1
ROU,JPN,1994,1
ROU,RWA,1994,1
RUS,BIH,1994,1
RUS,CHN,1994,1
RUS,GEO,1994,1
RUS,JPN,1994,1
RUS,MDA,1994,1
RUS,RWA,1994,1
RUS,ZAF,1994,1
RWA,GUY,1994,1
RWA,USA,1994,1
RWA,YUG,1994,1
SAU,CHN,1994,1
SAU,HRV,1994,1
SAU,IND,1994,1
SAU,IRL,1994,1
SAU,KHM,1994,1
SAU,LBN,1994,1
SAU,PAK,1994,1
SAU,PSE,1994,1
SAU,RUS,1994,1
SAU,SYR,1994,1
SDN,ARE,1994,1
SDN,GUY,1994,1
SDN,IDN,1994,1
SDN,ISR,1994,1
SDN,KEN,1994,1
SDN,LBN,1994,1
SDN,RWA,1994,1
SDN,SYR,1994,1
SDN,USA,1994,1
SEN,BGD,1994,1
SEN,GUY,1994,1
SEN,LBR,1994,1
SEN,MAR,1994,1
SEN,PSE,1994,1
SGP,BIH,1994,1
SGP,HTI,1994,1
SGP,SOM,1994,1
SLB,AGO,1994,1
SLB,BIH,1994,1
SLB,FRA,1994,1
SLB,HTI,1994,1
SLB,IRL,1994,1
SLB,NZL,1994,1
SLB,RUS,1994,1
SLB,RWA,1994,1
SLB,SOM,1994,1
SLE,ARE,1994,1
SLE,BIH,1994,1
SLE,EGY,1994,1
SLE,GIN,1994,1
SLE,GUY,1994,1
SLE,JOR,1994,1
SLE,LBN,1994,1
SLE,NGA,1994,1
SLE,SOM,1994,1
SLE,SYR,1994,1
SLE,TTO,1994,1
SLE,TWN,1994,1
SLE,URY,1994,1
SLE,USA,1994,1
SLE,YUG,1994,1
SLV,BIH,1994,1
SLV,GUY,1994,1
SLV,HND,1994,1
SLV,JOR,1994,1
SLV,KHM,1994,1
SLV,MEX,1994,1
SLV,MOZ,1994,1
SLV,NIC,1994,1
SLV,PSE,1994,1
SLV,RWA,1994,1
SLV,USA,1994,1
SLV,ZAF,1994,1
SMR,EGY,1994,1
SMR,YUG,1994,1
SUR,BIH,1994,1
SUR,CUB,1994,1
SUR,DOM,1994,1
SUR,GUY,1994,1
SUR,JOR,1994,1
SUR,MEX,1994,1
SUR,PRK,1994,1
SUR,RWA,1994,1
SUR,VEN,1994,1
SVK,BIH,1994,1
SVK,CAN,1994,1
SVK,NLD,1994,1
SVK,PSE,1994,1
SVK,RUS,1994,1
SVK,RWA,1994,1
SVK,UKR,1994,1
SVK,YUG,1994,1
SVN,DEU,1994,1
SVN,GUY,1994,1
SVN,HRV,1994,1
SVN,JPN,1994,1
SVN,USA,1994,1
SWE,BLR,1994,1
SWE,IRQ,1994,1
SWE,KWT,1994,1
SWE,LTU,1994,1
SWE,LVA,1994,1
SWE,RUS,1994,1
SWE,SLV,1994,1
SWE,USA,1994,1
SWE,YUG,1994,1
SWZ,BDI,1994,1
SWZ,GNQ,1994,1
SWZ,LBR,1994,1
SWZ,LSO,1994,1
SWZ,NOR,1994,1
SWZ,PRK,1994,1
SWZ,RUS,1994,1
SWZ,SDN,1994,1
SWZ,SOM,1994,1
SYC,SEN,1994,1
SYR,AFG,1994,1
SYR,BIH,1994,1
SYR,CUB,1994,1
SYR,IRN,1994,1
SYR,LBN,1994,1
SYR,LBY,1994,1
SYR,RUS,1994,1
SYR,RWA,1994,1
SYR,SOM,1994,1
TCD,AFG,1994,1
TCD,AGO,1994,1
TCD,BIH,1994,1
TCD,GUY,1994,1
TCD,HTI,1994,1
TCD,ISR,1994,1
TCD,LBR,1994,1
TCD,MLI,1994,1
TCD,MOZ,1994,1
TCD,SOM,1994,1
TGO,BDI,1994,1
TGO,DNK,1994,1
TGO,GUY,1994,1
TGO,JOR,1994,1
TGO,URY,1994,1
TGO,USA,1994,1
THA,CHN,1994,1
THA,CSK,1994,1
THA,JOR,1994,1
THA,URY,1994,1
TJK,AUS,1994,1
TJK,BIH,1994,1
TJK,CHN,1994,1
TJK,IRN,1994,1
TJK,KAZ,1994,1
TJK,KGZ,1994,1
TJK,PAK,1994,1
TJK,RWA,1994,1
TJK,SOM,1994,1
TTO,BIH,1994,1
TTO,CHN,1994,1
TTO,DNK,1994,1
TTO,ISR,1994,1
TTO,JAM,1994,1
TTO,JOR,1994,1
TTO,RWA,1994,1
TTO,SOM,1994,1
TTO,SYR,1994,1
TTO,URY,1994,1
TTO,USA,1994,1
TUN,AGO,1994,1
TUN,BIH,1994,1
TUN,PRK,1994,1
TUN,PSE,1994,1
TUR,AGO,1994,1
TUR,ARE,1994,1
TUR,BGR,1994,1
TUR,CHN,1994,1
TUR,IRN,1994,1
TUR,JOR,1994,1
TUR,KAZ,1994,1
TUR,KGZ,1994,1
TUR,LBR,1994,1
TUR,MDA,1994,1
TUR,MOZ,1994,1
