speaker_iso,target_iso,year,count
UKR,PRT,1955,1
UKR,ROU,1955,1
UKR,YUG,1955,1
URY,IND,1955,1
URY,USA,1955,1
USA,ARE,1955,1
USA,CAN,1955,1
USA,CRI,1955,1
USA,ECU,1955,1
USA,GTM,1955,1
USA,ISR,1955,1
USA,KHM,1955,1
USA,LAO,1955,1
USA,PER,1955,1
USA,PRK,1955,1
VEN,ESP,1955,1
YEM,FRA,1955,1
YEM,GBR,1955,1
YEM,NLD,1955,1
YEM,SAU,1955,1
YUG,ALB,1955,1
YUG,AUT,1955,1
YUG,BGR,1955,1
YUG,CHN,1955,1
YUG,CSK,1955,1
YUG,EGY,1955,1
YUG,ETH,1955,1
YUG,FRA,1955,1
YUG,GRC,1955,1
YUG,HUN,1955,1
YUG,IND,1955,1
YUG,MMR,1955,1
YUG,POL,1955,1
YUG,ROU,1955,1
YUG,TUR,1955,1
YUG,URS,1955,1
YUG,ZAF,1955,1
ZAF,DEU,1955,1
ZAF,DZA,1955,1
ZAF,ROU,1955,1
RUS,URS,1956,67
RUS,EGY,1956,65
RUS,GBR,1956,42
ISR,EGY,1956,38
ZAF,IND,1956,38
IRQ,ISR,1956,33
JOR,ISR,1956,31
RUS,FRA,1956,31
CHN,URS,1956,30
FRA,URS,1956,30
RUS,USA,1956,30
IRL,EGY,1956,29
LKA,EGY,1956,29
RUS,ISR,1956,29
BGR,EGY,1956,25
ALB,EGY,1956,24
BLR,URS,1956,24
FRA,EGY,1956,24
PER,URS,1956,24
SYR,ARE,1956,24
SYR,ISR,1956,24
ISR,ARE,1956,23
MAR,DZA,1956,23
SYR,FRA,1956,23
IND,EGY,1956,21
IRQ,FRA,1956,21
JOR,PSE,1956,21
SYR,DZA,1956,21
TUN,FRA,1956,21
BLR,USA,1956,20
JOR,ARE,1956,19
NZL,ISR,1956,19
UKR,URS,1956,19
EGY,FRA,1956,18
IND,URS,1956,18
IRQ,EGY,1956,18
LKA,HUN,1956,18
PRY,URS,1956,18
BLR,EGY,1956,17
IRQ,ARE,1956,17
AUS,EGY,1956,16
CAN,URS,1956,16
CHN,HUN,1956,16
CSK,DEU,1956,16
EGY,GBR,1956,16
IND,CHN,1956,16
IND,USA,1956,16
BLR,DEU,1956,15
BLR,GBR,1956,15
ESP,EGY,1956,15
IRQ,DZA,1956,15
IRQ,PSE,1956,15
JOR,EGY,1956,15
SWE,URS,1956,15
UKR,USA,1956,15
AUS,ISR,1956,14
ETH,ZAF,1956,14
FRA,ISR,1956,14
IRL,URS,1956,14
IRQ,URS,1956,14
JOR,DZA,1956,14
BLR,FRA,1956,13
BOL,EGY,1956,13
GBR,URS,1956,13
HUN,EGY,1956,13
PAN,USA,1956,13
TUN,DZA,1956,13
BGR,URS,1956,12
BLR,ISR,1956,12
CSK,EGY,1956,12
IRN,EGY,1956,12
NOR,ISR,1956,12
SDN,EGY,1956,12
SYR,USA,1956,12
CHN,ZAF,1956,11
CSK,USA,1956,11
GBR,EGY,1956,11
HTI,ZAF,1956,11
IND,ZAF,1956,11
IRL,ARE,1956,11
PER,HUN,1956,11
RUS,HUN,1956,11
ETH,EGY,1956,10
FRA,HUN,1956,10
GRC,CYP,1956,10
GTM,EGY,1956,10
GTM,HUN,1956,10
IDN,NLD,1956,10
SWE,HUN,1956,10
SYR,GBR,1956,10
URY,USA,1956,10
YEM,DZA,1956,10
BGR,TWN,1956,9
EGY,ISR,1956,9
HTI,EGY,1956,9
IDN,EGY,1956,9
IND,DZA,1956,9
IRL,HUN,1956,9
IRL,ISR,1956,9
LKA,ISR,1956,9
MMR,EGY,1956,9
NOR,HUN,1956,9
NZL,EGY,1956,9
NZL,URS,1956,9
SWE,EGY,1956,9
SYR,TUN,1956,9
YUG,EGY,1956,9
YUG,URS,1956,9
ETH,USA,1956,8
FRA,GBR,1956,8
IND,GBR,1956,8
IND,PAK,1956,8
JOR,FRA,1956,8
NOR,EGY,1956,8
NOR,URS,1956,8
NZL,PSE,1956,8
PER,USA,1956,8
SYR,MAR,1956,8
SYR,PSE,1956,8
UKR,EGY,1956,8
UKR,FRA,1956,8
UKR,ISR,1956,8
ALB,URS,1956,7
BRA,ISR,1956,7
ESP,DEU,1956,7
IDN,HUN,1956,7
IDN,URS,1956,7
IRQ,USA,1956,7
PAK,IND,1956,7
POL,URS,1956,7
PRY,USA,1956,7
ROU,USA,1956,7
RUS,CHN,1956,7
RUS,DEU,1956,7
CHN,RUS,1956,6
CRI,ISR,1956,6
CRI,URS,1956,6
CSK,URS,1956,6
CUB,URS,1956,6
ECU,USA,1956,6
GTM,ISR,1956,6
HTI,USA,1956,6
HUN,FRA,1956,6
HUN,GBR,1956,6
IDN,ZAF,1956,6
IND,CAN,1956,6
IND,IDN,1956,6
IRL,FRA,1956,6
IRN,GBR,1956,6
IRQ,GBR,1956,6
ISR,JOR,1956,6
JOR,ZAF,1956,6
LKA,GBR,1956,6
NPL,IND,1956,6
POL,DEU,1956,6
PRY,HUN,1956,6
ROU,URS,1956,6
SWE,ISR,1956,6
UKR,GBR,1956,6
ALB,FRA,1956,5
ALB,GBR,1956,5
AUT,HUN,1956,5
BGR,SYR,1956,5
BOL,HUN,1956,5
BOL,USA,1956,5
CHN,PRK,1956,5
CRI,HUN,1956,5
CUB,USA,1956,5
DOM,USA,1956,5
ESP,USA,1956,5
FRA,CHN,1956,5
FRA,DEU,1956,5
HTI,FRA,1956,5
HTI,GBR,1956,5
HUN,DEU,1956,5
IND,CYP,1956,5
IND,HUN,1956,5
IND,JPN,1956,5
JOR,IDN,1956,5
MAR,FRA,1956,5
NZL,HUN,1956,5
PAK,ISR,1956,5
PAK,USA,1956,5
PHL,CYP,1956,5
PRY,EGY,1956,5
PRY,GBR,1956,5
ROU,CYP,1956,5
RUS,IND,1956,5
RUS,TWN,1956,5
SDN,ISR,1956,5
SYR,EGY,1956,5
SYR,URS,1956,5
SYR,ZAF,1956,5
YEM,EGY,1956,5
YEM,ISR,1956,5
YUG,HUN,1956,5
YUG,USA,1956,5
ZAF,URS,1956,5
ZAF,USA,1956,5
ALB,HUN,1956,4
ALB,ISR,1956,4
ALB,TWN,1956,4
AUS,HUN,1956,4
AUS,PSE,1956,4
AUS,URS,1956,4
AUS,USA,1956,4
BGR,GBR,1956,4
BRA,URS,1956,4
CHN,GBR,1956,4
CSK,HUN,1956,4
CUB,HUN,1956,4
DOM,HUN,1956,4
DOM,URS,1956,4
ECU,HUN,1956,4
ETH,SDN,1956,4
FRA,ARE,1956,4
FRA,USA,1956,4
GBR,HUN,1956,4
GTM,ARE,1956,4
GTM,USA,1956,4
HTI,HUN,1956,4
HTI,URS,1956,4
HUN,URS,1956,4
IND,MNG,1956,4
IRN,HUN,1956,4
IRN,ISR,1956,4
IRN,USA,1956,4
IRQ,HUN,1956,4
IRQ,MAR,1956,4
IRQ,ZAF,1956,4
ISR,SYR,1956,4
ISR,URS,1956,4
KHM,USA,1956,4
LAO,USA,1956,4
LKA,FRA,1956,4
MAR,EGY,1956,4
MMR,IDN,1956,4
MMR,NLD,1956,4
NLD,IDN,1956,4
NOR,ARE,1956,4
NPL,CHN,1956,4
NZL,USA,1956,4
PAK,ARE,1956,4
PAN,HUN,1956,4
PAN,URS,1956,4
PER,CHN,1956,4
PHL,GBR,1956,4
PHL,PRK,1956,4
POL,EGY,1956,4
POL,USA,1956,4
PRY,FRA,1956,4
ROU,DEU,1956,4
RUS,ARE,1956,4
RUS,JPN,1956,4
RUS,KOR,1956,4
RUS,LBY,1956,4
RUS,MAR,1956,4
SDN,FRA,1956,4
TUN,EGY,1956,4
TUN,IRL,1956,4
UKR,CHN,1956,4
UKR,HUN,1956,4
ZAF,PAK,1956,4
ALB,ARE,1956,3
ARG,USA,1956,3
AUS,ARE,1956,3
BGR,CHN,1956,3
BGR,FRA,1956,3
BGR,ISR,1956,3
BGR,USA,1956,3
BOL,URS,1956,3
BRA,ARE,1956,3
BRA,DEU,1956,3
CAN,DEU,1956,3
CHN,DEU,1956,3
CHN,FRA,1956,3
CHN,IND,1956,3
CHN,ISR,1956,3
CSK,FRA,1956,3
CSK,GBR,1956,3
CSK,ISR,1956,3
CUB,CHN,1956,3
CUB,CIV,1956,3
CUB,FRA,1956,3
EGY,DZA,1956,3
ESP,ISR,1956,3
ETH,MAR,1956,3
ETH,TUN,1956,3
FRA,CSK,1956,3
FRA,DZA,1956,3
FRA,PRK,1956,3
FRA,PSE,1956,3
FRA,YUG,1956,3
GBR,USA,1956,3
HTI,ISR,1956,3
IDN,GBR,1956,3
IND,FRA,1956,3
IND,LKA,1956,3
IND,PRK,1956,3
IND,THA,1956,3
IRN,DEU,1956,3
IRN,FRA,1956,3
IRQ,CHN,1956,3
IRQ,CSK,1956,3
IRQ,TUN,1956,3
ISR,CHN,1956,3
ISR,IRQ,1956,3
ISR,PSE,1956,3
ITA,EGY,1956,3
ITA,URS,1956,3
JOR,GBR,1956,3
JOR,NLD,1956,3
KHM,YUG,1956,3
LAO,GBR,1956,3
LBR,ZAF,1956,3
LBY,GBR,1956,3
LKA,URS,1956,3
MMR,FRA,1956,3
MMR,ISR,1956,3
NLD,HUN,1956,3
NPL,EGY,1956,3
NPL,HUN,1956,3
NPL,URS,1956,3
NZL,ARE,1956,3
NZL,GBR,1956,3
NZL,JPN,1956,3
PAN,EGY,1956,3
PER,PRT,1956,3
PER,RUS,1956,3
PHL,URS,1956,3
POL,HUN,1956,3
PRT,BRA,1956,3
PRY,DEU,1956,3
PRY,ISR,1956,3
ROU,CHN,1956,3
ROU,GRC,1956,3
RUS,IDN,1956,3
RUS,NLD,1956,3
RUS,PHL,1956,3
RUS,ZAF,1956,3
SDN,GBR,1956,3
SWE,GBR,1956,3
TUN,USA,1956,3
USA,URS,1956,3
VEN,HUN,1956,3
YEM,FRA,1956,3
ZAF,HUN,1956,3
ZAF,PRK,1956,3
ALB,CHN,1956,2
ALB,ITA,1956,2
ARG,HUN,1956,2
AUS,GBR,1956,2
AUS,GIN,1956,2
BGR,LBN,1956,2
BGR,YUG,1956,2
BLR,AUS,1956,2
BLR,CHN,1956,2
BLR,HUN,1956,2
BLR,PER,1956,2
BOL,CHN,1956,2
BOL,GBR,1956,2
BOL,ISR,1956,2
BOL,MAR,1956,2
BOL,TUN,1956,2
BRA,JPN,1956,2
CAN,HUN,1956,2
CAN,NOR,1956,2
CHL,HUN,1956,2
CHL,USA,1956,2
CHN,EGY,1956,2
CHN,IDN,1956,2
CRI,USA,1956,2
CSK,CHN,1956,2
CSK,TWN,1956,2
CUB,EGY,1956,2
CUB,GBR,1956,2
CUB,ISR,1956,2
DOM,ESP,1956,2
DOM,ITA,1956,2
ECU,CHN,1956,2
ECU,EGY,1956,2
ECU,THA,1956,2
EGY,ARE,1956,2
ESP,JPN,1956,2
ESP,PSE,1956,2
ETH,CHN,1956,2
ETH,DEU,1956,2
HTI,CHN,1956,2
HTI,KHM,1956,2
HUN,USA,1956,2
IDN,FRA,1956,2
IDN,ISR,1956,2
IDN,TWN,1956,2
IDN,USA,1956,2
IND,LAO,1956,2
IND,NPL,1956,2
IND,POL,1956,2
IRL,GBR,1956,2
IRL,PSE,1956,2
IRN,DZA,1956,2
IRQ,EST,1956,2
IRQ,JOR,1956,2
IRQ,LBN,1956,2
IRQ,LBY,1956,2
IRQ,LKA,1956,2
IRQ,LTU,1956,2
IRQ,LVA,1956,2
IRQ,PRK,1956,2
IRQ,SDN,1956,2
ITA,CSK,1956,2
ITA,ISR,1956,2
ITA,USA,1956,2
JOR,JPN,1956,2
KHM,AUT,1956,2
KHM,CSK,1956,2
LAO,HUN,1956,2
LBY,DZA,1956,2
LBY,EGY,1956,2
MMR,DDR,1956,2
MMR,DZA,1956,2
MMR,JPN,1956,2
MMR,TWN,1956,2
NPL,TWN,1956,2
NPL,USA,1956,2
NZL,FRA,1956,2
NZL,IDN,1956,2
NZL,JOR,1956,2
NZL,KHM,1956,2
NZL,LKA,1956,2
NZL,MMR,1956,2
NZL,NPL,1956,2
NZL,THA,1956,2
NZL,ZAF,1956,2
PAK,EGY,1956,2
PAK,JPN,1956,2
PAK,MAR,1956,2
PAK,SDN,1956,2
PAK,TUN,1956,2
PER,ARE,1956,2
PER,DEU,1956,2
PER,ESP,1956,2
PER,JPN,1956,2
PER,POL,1956,2
PER,PRK,1956,2
PER,ZAF,1956,2
PHL,TTO,1956,2
PHL,USA,1956,2
POL,ZAF,1956,2
PRT,HUN,1956,2
ROU,CSK,1956,2
ROU,EGY,1956,2
ROU,GBR,1956,2
ROU,HUN,1956,2
RUS,CAN,1956,2
RUS,CUB,1956,2
RUS,DDR,1956,2
RUS,ESP,1956,2
RUS,ITA,1956,2
RUS,SYR,1956,2
RUS,TTO,1956,2
SDN,DZA,1956,2
SDN,PSE,1956,2
SLV,EGY,1956,2
SLV,GBR,1956,2
SLV,ISR,1956,2
SWE,AUT,1956,2
SWE,FRA,1956,2
SWE,USA,1956,2
SYR,CHN,1956,2
SYR,DEU,1956,2
SYR,IRQ,1956,2
TUN,DEU,1956,2
UKR,DEU,1956,2
UKR,ZAF,1956,2
URY,ARG,1956,2
URY,HUN,1956,2
USA,HUN,1956,2
USA,JPN,1956,2
VEN,USA,1956,2
YEM,CYP,1956,2
YEM,PSE,1956,2
YUG,AUT,1956,2
YUG,CYP,1956,2
YUG,DZA,1956,2
ZAF,RUS,1956,2
ALB,AUT,1956,1
ALB,BFA,1956,1
ALB,DDR,1956,1
ALB,DEU,1956,1
ALB,DZA,1956,1
ALB,FIN,1956,1
ALB,GRC,1956,1
ALB,IND,1956,1
ALB,MAR,1956,1
ALB,SDN,1956,1
ALB,SYR,1956,1
ALB,TUN,1956,1
ALB,USA,1956,1
ALB,YUG,1956,1
ARG,EGY,1956,1
ARG,LUX,1956,1
ARG,URS,1956,1
AUS,BLR,1956,1
AUS,CHL,1956,1
AUS,FRA,1956,1
AUS,IND,1956,1
AUS,JOR,1956,1
AUS,JPN,1956,1
AUS,RUS,1956,1
AUS,THA,1956,1
AUT,URS,1956,1
AUT,USA,1956,1
BGR,ARE,1956,1
BGR,GRC,1956,1
BGR,HUN,1956,1
BGR,ROU,1956,1
BGR,TUR,1956,1
BLR,CUB,1956,1
BLR,CYP,1956,1
BLR,DZA,1956,1
BLR,ITA,1956,1
BLR,TWN,1956,1
BLR,ZAF,1956,1
BOL,BLR,1956,1
BOL,CYP,1956,1
BOL,DZA,1956,1
BOL,ECU,1956,1
BOL,FRA,1956,1
BOL,IDN,1956,1
BOL,IND,1956,1
BOL,PRK,1956,1
BOL,SDN,1956,1
BRA,BLR,1956,1
BRA,CAN,1956,1
BRA,EGY,1956,1
BRA,HUN,1956,1
CAN,CSK,1956,1
CAN,EGY,1956,1
CAN,GBR,1956,1
CAN,GHA,1956,1
CAN,IRN,1956,1
CAN,ISR,1956,1
CAN,JPN,1956,1
CAN,PRK,1956,1
CAN,PSE,1956,1
CHL,DEU,1956,1
CHL,ECU,1956,1
CHL,EGY,1956,1
CHL,IND,1956,1
CHL,JPN,1956,1
CHL,PER,1956,1
CHL,THA,1956,1
CHN,BRA,1956,1
CHN,COL,1956,1
CHN,JPN,1956,1
CHN,PSE,1956,1
CHN,THA,1956,1
CHN,TWN,1956,1
CRI,EGY,1956,1
CRI,FRA,1956,1
CRI,GBR,1956,1
CRI,PSE,1956,1
CSK,BFA,1956,1
CUB,CSK,1956,1
CUB,IDN,1956,1
CUB,IND,1956,1
CUB,KHM,1956,1
CUB,LAO,1956,1
CUB,LKA,1956,1
CUB,MAR,1956,1
CUB,MEX,1956,1
CUB,MMR,1956,1
CUB,MNG,1956,1
CUB,NLD,1956,1
CUB,NPL,1956,1
CUB,PAK,1956,1
CUB,PAN,1956,1
CUB,PHL,1956,1
CUB,PRK,1956,1
CUB,TTO,1956,1
CUB,TUN,1956,1
DOM,DMA,1956,1
DOM,JPN,1956,1
DOM,MLI,1956,1
DOM,POL,1956,1
ECU,ARE,1956,1
ECU,ESP,1956,1
ECU,IND,1956,1
ECU,ISR,1956,1
EGY,ARM,1956,1
EGY,BEL,1956,1
EGY,LBN,1956,1
EGY,PSE,1956,1
ESP,CHN,1956,1
ESP,HUN,1956,1
ESP,MAR,1956,1
ETH,ARE,1956,1
ETH,BRA,1956,1
ETH,JPN,1956,1
ETH,MLI,1956,1
ETH,PSE,1956,1
FRA,AUS,1956,1
FRA,AUT,1956,1
FRA,BGR,1956,1
FRA,BLR,1956,1
FRA,GRC,1956,1
FRA,IND,1956,1
FRA,IRN,1956,1
FRA,KOR,1956,1
FRA,MAR,1956,1
FRA,ROU,1956,1
FRA,RUS,1956,1
FRA,SYR,1956,1
FRA,TUN,1956,1
GBR,ISR,1956,1
GBR,JPN,1956,1
GBR,LBN,1956,1
GBR,MOZ,1956,1
GRC,GBR,1956,1
GRC,USA,1956,1
GTM,CHN,1956,1
GTM,DEU,1956,1
GTM,JPN,1956,1
GTM,NOR,1956,1
HTI,CYP,1956,1
HTI,DZA,1956,1
HTI,JPN,1956,1
HTI,THA,1956,1
HUN,ARE,1956,1
HUN,BRA,1956,1
HUN,CSK,1956,1
HUN,CYP,1956,1
HUN,DZA,1956,1
HUN,FIN,1956,1
HUN,ISR,1956,1
HUN,JPN,1956,1
HUN,POL,1956,1
HUN,ROU,1956,1
HUN,SYR,1956,1
IDN,CHE,1956,1
IDN,CYP,1956,1
IDN,DEU,1956,1
IDN,DZA,1956,1
IDN,IND,1956,1
IDN,POL,1956,1
IND,AUS,1956,1
IND,DDR,1956,1
IND,DEU,1956,1
IND,GHA,1956,1
IND,GRC,1956,1
IND,ISL,1956,1
IND,ISR,1956,1
IND,ITA,1956,1
IND,KHM,1956,1
IND,MAR,1956,1
IND,NLD,1956,1
IND,PRT,1956,1
IND,SAU,1956,1
IND,TTO,1956,1
IND,TUN,1956,1
IRL,CYP,1956,1
IRL,DDR,1956,1
IRL,DZA,1956,1
IRL,IND,1956,1
IRL,IRQ,1956,1
IRL,PRK,1956,1
IRL,SYR,1956,1
IRL,TUN,1956,1
IRN,IRQ,1956,1
IRN,PAK,1956,1
IRN,PSE,1956,1
IRN,TUR,1956,1
IRN,ZAF,1956,1
IRQ,BLR,1956,1
IRQ,DDR,1956,1
IRQ,DEU,1956,1
IRQ,ESP,1956,1
IRQ,IDN,1956,1
IRQ,IND,1956,1
IRQ,ITA,1956,1
IRQ,JPN,1956,1
IRQ,MMR,1956,1
IRQ,MOZ,1956,1
IRQ,PAK,1956,1
IRQ,POL,1956,1
IRQ,RUS,1956,1
IRQ,SYR,1956,1
ISR,DEU,1956,1
ISR,GRC,1956,1
ISR,HUN,1956,1
ISR,IND,1956,1
ISR,LBN,1956,1
ISR,NOR,1956,1
ISR,PAK,1956,1
ISR,PRK,1956,1
ISR,TUR,1956,1
ISR,USA,1956,1
ISR,YEM,1956,1
ITA,FRA,1956,1
ITA,GBR,1956,1
ITA,HUN,1956,1
ITA,JPN,1956,1
ITA,MLI,1956,1
ITA,SOM,1956,1
JOR,IND,1956,1
JOR,PAK,1956,1
JOR,USA,1956,1
KHM,CHE,1956,1
KHM,CHN,1956,1
KHM,FRA,1956,1
KHM,HUN,1956,1
KHM,IND,1956,1
KHM,JPN,1956,1
KHM,LAO,1956,1
KHM,PHL,1956,1
KHM,POL,1956,1
KHM,SWE,1956,1
KHM,URS,1956,1
KHM,ZAF,1956,1
LAO,CSK,1956,1
LAO,DDR,1956,1
LAO,DEU,1956,1
LAO,EGY,1956,1
LAO,FRA,1956,1
LAO,IND,1956,1
LAO,JPN,1956,1
LAO,PRK,1956,1
LAO,THA,1956,1
LBR,DDR,1956,1
LBR,DEU,1956,1
LBR,USA,1956,1
LBY,IDN,1956,1
LBY,MAR,1956,1
LBY,PSE,1956,1
LBY,SDN,1956,1
LBY,TUN,1956,1
LBY,USA,1956,1
LKA,ARE,1956,1
LKA,AUS,1956,1
LKA,CUB,1956,1
LKA,IDN,1956,1
LKA,IND,1956,1
LKA,JPN,1956,1
LKA,TWN,1956,1
MAR,DDR,1956,1
MAR,GBR,1956,1
MAR,ISR,1956,1
MAR,USA,1956,1
MMR,CHN,1956,1
MMR,GBR,1956,1
MMR,HUN,1956,1
MMR,IND,1956,1
MMR,LKA,1956,1
MMR,THA,1956,1
MMR,URS,1956,1
NLD,ARE,1956,1
NLD,EGY,1956,1
NLD,ISR,1956,1
NLD,JPN,1956,1
NLD,NOR,1956,1
NLD,TTO,1956,1
NLD,USA,1956,1
NOR,CAN,1956,1
NOR,CHN,1956,1
NOR,PSE,1956,1
NOR,USA,1956,1
NPL,BLR,1956,1
NPL,FRA,1956,1
NPL,GBR,1956,1
NPL,IRN,1956,1
NPL,ISR,1956,1
NPL,JPN,1956,1
NPL,PSE,1956,1
NPL,ZAF,1956,1
NZL,BLR,1956,1
NZL,CAN,1956,1
NZL,GHA,1956,1
NZL,IND,1956,1
NZL,LAO,1956,1
NZL,PAK,1956,1
NZL,PHL,1956,1
NZL,TGO,1956,1
NZL,TTO,1956,1
PAK,CHL,1956,1
PAK,CHN,1956,1
PAK,DDR,1956,1
PAK,DZA,1956,1
PAK,HUN,1956,1
PAN,CUB,1956,1
PAN,FRA,1956,1
PAN,GBR,1956,1
PAN,IND,1956,1
PAN,ISR,1956,1
PER,BRA,1956,1
PER,CSK,1956,1
PER,EGY,1956,1
PER,GRC,1956,1
PER,IND,1956,1
PER,IRN,1956,1
PER,ISR,1956,1
PER,ITA,1956,1
PER,OMN,1956,1
PHL,CHN,1956,1
PHL,EGY,1956,1
PHL,FRA,1956,1
PHL,GHA,1956,1
PHL,GRC,1956,1
PHL,ISR,1956,1
PHL,KOR,1956,1
PHL,MAR,1956,1
PHL,MLI,1956,1
PHL,SDN,1956,1
PHL,TUN,1956,1
POL,FRA,1956,1
POL,GBR,1956,1
POL,ISR,1956,1
PRT,ARE,1956,1
PRT,DDR,1956,1
PRT,GRC,1956,1
PRT,LUX,1956,1
PRT,OMN,1956,1
PRT,USA,1956,1
PRT,ZAF,1956,1
PRY,CAN,1956,1
PRY,COL,1956,1
PRY,IND,1956,1
PRY,NOR,1956,1
PRY,YUG,1956,1
ROU,DZA,1956,1
ROU,FRA,1956,1
ROU,ISR,1956,1
ROU,TWN,1956,1
RUS,CSK,1956,1
RUS,CYP,1956,1
RUS,DZA,1956,1
RUS,GRC,1956,1
RUS,IRN,1956,1
RUS,ISL,1956,1
RUS,JOR,1956,1
RUS,LBR,1956,1
RUS,MMR,1956,1
RUS,OMN,1956,1
RUS,POL,1956,1
RUS,PRK,1956,1
RUS,PRT,1956,1
RUS,PSE,1956,1
RUS,ROU,1956,1
RUS,SAU,1956,1
RUS,TUN,1956,1
RUS,TUR,1956,1
RUS,YUG,1956,1
SDN,USA,1956,1
SDN,ZAF,1956,1
SLV,BLR,1956,1
SLV,CUB,1956,1
SLV,FRA,1956,1
SLV,HUN,1956,1
SLV,PSE,1956,1
SLV,URS,1956,1
SLV,USA,1956,1
SWE,ARE,1956,1
SWE,BFA,1956,1
SWE,FIN,1956,1
SWE,POL,1956,1
SWE,YUG,1956,1
SYR,JOR,1956,1
SYR,TKM,1956,1
SYR,VNM,1956,1
THA,JPN,1956,1
TUN,ARE,1956,1
TUN,GBR,1956,1
TUN,MAR,1956,1
TUN,ZAF,1956,1
UKR,ARE,1956,1
UKR,JOR,1956,1
UKR,SYR,1956,1
UKR,TWN,1956,1
URY,EGY,1956,1
URY,GBR,1956,1
URY,LUX,1956,1
URY,MLT,1956,1
URY,MMR,1956,1
URY,PRK,1956,1
URY,URS,1956,1
USA,CHN,1956,1
USA,CSK,1956,1
USA,EGY,1956,1
USA,ISR,1956,1
USA,MAR,1956,1
USA,PSE,1956,1
USA,SDN,1956,1
USA,THA,1956,1
USA,TUN,1956,1
VEN,CHN,1956,1
VEN,PAN,1956,1
VEN,URS,1956,1
YEM,ARE,1956,1
YEM,GBR,1956,1
YUG,CHN,1956,1
YUG,POL,1956,1
YUG,PRK,1956,1
YUG,TUN,1956,1
ZAF,CHN,1956,1
ZAF,GBR,1956,1
ZAF,LBN,1956,1
RUS,URS,1957,93
RUS,USA,1957,70
GBR,URS,1957,58
SYR,ARE,1957,47
BLR,URS,1957,43
BLR,DEU,1957,42
UKR,URS,1957,40
SAU,ISR,1957,39
USA,URS,1957,39
SAU,ARE,1957,38
UKR,USA,1957,35
AUS,URS,1957,32
BLR,USA,1957,32
JOR,ARE,1957,31
JOR,ISR,1957,31
SAU,SYR,1957,28
CSK,DEU,1957,27
NZL,URS,1957,23
CSK,USA,1957,22
RUS,GBR,1957,22
SAU,DZA,1957,22
ALB,SYR,1957,21
JOR,DZA,1957,21
ROU,USA,1957,21
ALB,USA,1957,20
HUN,USA,1957,20
IND,USA,1957,20
ISR,ARE,1957,20
CSK,URS,1957,19
LBN,ARE,1957,19
IRL,DZA,1957,18
SAU,PSE,1957,18
PHL,URS,1957,17
POL,DEU,1957,17
ALB,URS,1957,16
BGR,USA,1957,16
BLR,GBR,1957,16
EGY,SYR,1957,16
TUN,DZA,1957,15
BGR,URS,1957,14
AUS,HUN,1957,13
CAN,URS,1957,13
IRL,FRA,1957,13
JOR,PSE,1957,13
NPL,HUN,1957,13
HUN,URS,1957,12
LBN,PSE,1957,12
RUS,SYR,1957,12
ECU,USA,1957,11
IRQ,DZA,1957,11
JOR,FRA,1957,11
SYR,ISR,1957,11
BGR,SYR,1957,10
CHN,URS,1957,10
EGY,DZA,1957,10
EGY,ISR,1957,10
HUN,DEU,1957,10
LBN,DEU,1957,10
LBN,URS,1957,10
NZL,HUN,1957,10
RUS,CHN,1957,10
RUS,DEU,1957,10
RUS,FRA,1957,10
SAU,FRA,1957,10
YEM,ARE,1957,10
ALB,ARE,1957,9
BEL,URS,1957,9
BLR,ARE,1957,9
FRA,DEU,1957,9
GBR,DEU,1957,9
IND,GBR,1957,9
IRQ,ARE,1957,9
LBN,ISR,1957,9
LBN,SYR,1957,9
MEX,USA,1957,9
SYR,DZA,1957,9
SYR,USA,1957,9
YEM,DZA,1957,9
ALB,GBR,1957,8
ARG,URS,1957,8
BLR,CAN,1957,8
BLR,FRA,1957,8
CHN,HUN,1957,8
CUB,URS,1957,8
DOM,USA,1957,8
EGY,PSE,1957,8
GBR,USA,1957,8
IDN,ZAF,1957,8
IND,EGY,1957,8
IND,URS,1957,8
LBN,DZA,1957,8
PAN,USA,1957,8
SAU,DEU,1957,8
TUN,FRA,1957,8
UKR,GBR,1957,8
ECU,URS,1957,7
EGY,ARE,1957,7
IND,CHN,1957,7
IND,DEU,1957,7
IND,FRA,1957,7
LBY,DZA,1957,7
SAU,URS,1957,7
BGR,ARE,1957,6
BLR,AUS,1957,6
CAN,USA,1957,6
CRI,URS,1957,6
FRA,URS,1957,6
FRA,ZAF,1957,6
GBR,SYR,1957,6
GRC,CYP,1957,6
IND,AUS,1957,6
IRQ,PSE,1957,6
LKA,ARE,1957,6
LKA,DZA,1957,6
MAR,DZA,1957,6
PAK,DZA,1957,6
RUS,TWN,1957,6
SAU,USA,1957,6
TUR,ARE,1957,6
ALB,EGY,1957,5
BGR,GBR,1957,5
BLR,MNG,1957,5
BLR,NZL,1957,5
CSK,ARE,1957,5
CSK,SYR,1957,5
CUB,HUN,1957,5
EGY,CYP,1957,5
ESP,USA,1957,5
GRC,ARE,1957,5
HND,NIC,1957,5
IND,DZA,1957,5
IND,ZAF,1957,5
IRQ,ISR,1957,5
ISR,IRQ,1957,5
ISR,SYR,1957,5
ISR,USA,1957,5
LBN,USA,1957,5
LKA,GBR,1957,5
PHL,USA,1957,5
RUS,EGY,1957,5
SLV,HUN,1957,5
SYR,EGY,1957,5
SYR,ZAF,1957,5
UKR,FRA,1957,5
UKR,IND,1957,5
YEM,FRA,1957,5
YEM,GBR,1957,5
ARG,DEU,1957,4
