speaker_iso,target_iso,year,session,count
ARG,LUX,1956,11,1
AUS,THA,1956,11,1
AUS,CHL,1956,11,1
AUS,HUN,1956,11,4
AUS,EGY,1956,11,16
AUS,ISR,1956,11,14
AUS,GBR,1956,11,2
AUS,FRA,1956,11,1
AUS,USA,1956,11,4
AUS,PSE,1956,11,4
AUS,ARE,1956,11,3
AUS,JOR,1956,11,1
AUS,URS,1956,11,4
AUS,IND,1956,11,1
AUS,RUS,1956,11,1
AUS,BLR,1956,11,1
AUS,JPN,1956,11,1
AUS,GIN,1956,11,2
AUT,USA,1956,11,1
AUT,HUN,1956,11,5
AUT,URS,1956,11,1
BGR,EGY,1956,11,25
BGR,GBR,1956,11,4
BGR,FRA,1956,11,3
BGR,ISR,1956,11,3
BGR,LBN,1956,11,2
BGR,ARE,1956,11,1
BGR,SYR,1956,11,5
BGR,URS,1956,11,12
BGR,TWN,1956,11,9
BGR,USA,1956,11,3
BGR,CHN,1956,11,3
BGR,HUN,1956,11,1
BGR,ROU,1956,11,1
BGR,YUG,1956,11,2
BGR,GRC,1956,11,1
BGR,TUR,1956,11,1
BLR,USA,1956,11,20
BLR,GBR,1956,11,15
BLR,FRA,1956,11,13
BLR,ISR,1956,11,12
BLR,EGY,1956,11,17
BLR,URS,1956,11,24
BLR,AUS,1956,11,2
BLR,ZAF,1956,11,1
BLR,DZA,1956,11,1
BLR,CYP,1956,11,1
BLR,PER,1956,11,2
BLR,CUB,1956,11,1
BLR,HUN,1956,11,2
BLR,ITA,1956,11,1
BLR,DEU,1956,11,15
BLR,CHN,1956,11,2
BLR,TWN,1956,11,1
BOL,EGY,1956,11,13
BOL,HUN,1956,11,5
BOL,PRK,1956,11,1
BOL,CHN,1956,11,2
BOL,ISR,1956,11,2
BOL,FRA,1956,11,1
BOL,GBR,1956,11,2
BOL,BLR,1956,11,1
BOL,IND,1956,11,1
BOL,USA,1956,11,5
BOL,TUN,1956,11,2
BOL,MAR,1956,11,2
BOL,SDN,1956,11,1
BOL,IDN,1956,11,1
BOL,DZA,1956,11,1
BOL,CYP,1956,11,1
BOL,URS,1956,11,3
BOL,ECU,1956,11,1
BRA,CAN,1956,11,1
BRA,ISR,1956,11,7
BRA,ARE,1956,11,3
BRA,EGY,1956,11,1
BRA,URS,1956,11,4
BRA,HUN,1956,11,1
BRA,BLR,1956,11,1
BRA,DEU,1956,11,3
BRA,JPN,1956,11,2
CAN,JPN,1956,11,1
CAN,DEU,1956,11,3
CAN,PRK,1956,11,1
CAN,CSK,1956,11,1
CAN,GHA,1956,11,1
CAN,HUN,1956,11,2
CAN,NOR,1956,11,2
CAN,IRN,1956,11,1
CAN,EGY,1956,11,1
CAN,ISR,1956,11,1
CAN,GBR,1956,11,1
CAN,PSE,1956,11,1
CAN,URS,1956,11,16
CHL,THA,1956,11,1
CHL,EGY,1956,11,1
CHL,HUN,1956,11,2
CHL,USA,1956,11,2
CHL,IND,1956,11,1
CHL,PER,1956,11,1
CHL,ECU,1956,11,1
CHL,DEU,1956,11,1
CHL,JPN,1956,11,1
CHN,THA,1956,11,1
CHN,FRA,1956,11,3
CHN,GBR,1956,11,4
CHN,ISR,1956,11,3
CHN,URS,1956,11,30
CHN,PSE,1956,11,1
CHN,BRA,1956,11,1
CHN,HUN,1956,11,16
CHN,JPN,1956,11,1
CHN,ZAF,1956,11,11
CHN,EGY,1956,11,2
CHN,COL,1956,11,1
CHN,IDN,1956,11,2
CHN,PRK,1956,11,5
CHN,IND,1956,11,3
CHN,RUS,1956,11,6
CHN,TWN,1956,11,1
CHN,DEU,1956,11,3
CRI,HUN,1956,11,5
CRI,URS,1956,11,6
CRI,FRA,1956,11,1
CRI,GBR,1956,11,1
CRI,USA,1956,11,2
CRI,EGY,1956,11,1
CRI,ISR,1956,11,6
CRI,PSE,1956,11,1
CSK,USA,1956,11,11
CSK,EGY,1956,11,12
CSK,GBR,1956,11,3
CSK,FRA,1956,11,3
CSK,ISR,1956,11,3
CSK,CHN,1956,11,2
CSK,HUN,1956,11,4
CSK,BFA,1956,11,1
CSK,TWN,1956,11,2
CSK,URS,1956,11,6
CSK,DEU,1956,11,16
CUB,HUN,1956,11,4
CUB,EGY,1956,11,2
CUB,GBR,1956,11,2
CUB,FRA,1956,11,3
CUB,ISR,1956,11,2
CUB,URS,1956,11,6
CUB,PAN,1956,11,1
CUB,USA,1956,11,5
CUB,CIV,1956,11,3
CUB,MEX,1956,11,1
CUB,TTO,1956,11,1
CUB,CHN,1956,11,3
CUB,IND,1956,11,1
CUB,PAK,1956,11,1
CUB,MMR,1956,11,1
CUB,LKA,1956,11,1
CUB,NPL,1956,11,1
CUB,KHM,1956,11,1
CUB,LAO,1956,11,1
CUB,CSK,1956,11,1
CUB,TUN,1956,11,1
CUB,MAR,1956,11,1
CUB,NLD,1956,11,1
CUB,IDN,1956,11,1
CUB,PHL,1956,11,1
CUB,PRK,1956,11,1
CUB,MNG,1956,11,1
DOM,USA,1956,11,5
DOM,HUN,1956,11,4
DOM,POL,1956,11,1
DOM,URS,1956,11,4
DOM,JPN,1956,11,1
DOM,ESP,1956,11,2
DOM,ITA,1956,11,2
DOM,MLI,1956,11,1
DOM,DMA,1956,11,1
ECU,THA,1956,11,2
ECU,USA,1956,11,6
ECU,HUN,1956,11,4
ECU,EGY,1956,11,2
ECU,ISR,1956,11,1
ECU,ARE,1956,11,1
ECU,CHN,1956,11,2
ECU,IND,1956,11,1
ECU,ESP,1956,11,1
EGY,ARE,1956,11,2
EGY,PSE,1956,11,1
EGY,DZA,1956,11,3
EGY,GBR,1956,11,16
EGY,FRA,1956,11,18
EGY,ISR,1956,11,9
EGY,BEL,1956,11,1
EGY,LBN,1956,11,1
EGY,ARM,1956,11,1
ESP,HUN,1956,11,1
ESP,EGY,1956,11,15
ESP,ISR,1956,11,3
ESP,CHN,1956,11,1
ESP,PSE,1956,11,2
ESP,USA,1956,11,5
ESP,MAR,1956,11,1
ESP,JPN,1956,11,2
ESP,DEU,1956,11,7
ETH,SDN,1956,11,4
ETH,MAR,1956,11,3
ETH,TUN,1956,11,3
ETH,CHN,1956,11,2
ETH,ZAF,1956,11,14
ETH,MLI,1956,11,1
ETH,JPN,1956,11,1
ETH,DEU,1956,11,2
ETH,USA,1956,11,8
ETH,EGY,1956,11,10
ETH,PSE,1956,11,1
ETH,ARE,1956,11,1
ETH,BRA,1956,11,1
FRA,URS,1956,11,30
FRA,IRN,1956,11,1
FRA,GRC,1956,11,1
FRA,DEU,1956,11,5
FRA,USA,1956,11,4
FRA,GBR,1956,11,8
FRA,PRK,1956,11,3
FRA,KOR,1956,11,1
FRA,CHN,1956,11,5
FRA,IND,1956,11,1
FRA,CSK,1956,11,3
FRA,HUN,1956,11,10
FRA,YUG,1956,11,3
FRA,AUT,1956,11,1
FRA,BGR,1956,11,1
FRA,ROU,1956,11,1
FRA,PSE,1956,11,3
FRA,ARE,1956,11,4
FRA,ISR,1956,11,14
FRA,EGY,1956,11,24
FRA,AUS,1956,11,1
FRA,BLR,1956,11,1
FRA,RUS,1956,11,1
FRA,SYR,1956,11,1
FRA,DZA,1956,11,3
FRA,MAR,1956,11,1
FRA,TUN,1956,11,1
GBR,USA,1956,11,3
GBR,URS,1956,11,13
GBR,JPN,1956,11,1
GBR,MOZ,1956,11,1
GBR,HUN,1956,11,4
GBR,EGY,1956,11,11
GBR,LBN,1956,11,1
GBR,ISR,1956,11,1
GRC,USA,1956,11,1
GRC,CYP,1956,11,10
GRC,GBR,1956,11,1
GTM,JPN,1956,11,1
GTM,USA,1956,11,4
GTM,HUN,1956,11,10
GTM,NOR,1956,11,1
GTM,EGY,1956,11,10
GTM,DEU,1956,11,1
GTM,ISR,1956,11,6
GTM,ARE,1956,11,4
GTM,CHN,1956,11,1
HTI,THA,1956,11,1
HTI,EGY,1956,11,9
HTI,USA,1956,11,6
HTI,ISR,1956,11,3
HTI,FRA,1956,11,5
HTI,GBR,1956,11,5
HTI,KHM,1956,11,2
HTI,HUN,1956,11,4
HTI,URS,1956,11,4
HTI,CHN,1956,11,2
HTI,CYP,1956,11,1
HTI,DZA,1956,11,1
HTI,ZAF,1956,11,11
HTI,JPN,1956,11,1
HUN,USA,1956,11,2
HUN,CSK,1956,11,1
HUN,ROU,1956,11,1
HUN,SYR,1956,11,1
HUN,JPN,1956,11,1
HUN,URS,1956,11,4
HUN,BRA,1956,11,1
HUN,FIN,1956,11,1
HUN,POL,1956,11,1
HUN,GBR,1956,11,6
HUN,FRA,1956,11,6
HUN,EGY,1956,11,13
HUN,ISR,1956,11,1
HUN,ARE,1956,11,1
HUN,DEU,1956,11,5
HUN,CYP,1956,11,1
HUN,DZA,1956,11,1
IDN,ZAF,1956,11,6
IDN,TWN,1956,11,2
IDN,EGY,1956,11,9
IDN,HUN,1956,11,7
IDN,DZA,1956,11,1
IDN,CYP,1956,11,1
IDN,GBR,1956,11,3
IDN,FRA,1956,11,2
IDN,ISR,1956,11,2
IDN,DEU,1956,11,1
IDN,USA,1956,11,2
IDN,URS,1956,11,7
IDN,POL,1956,11,1
IDN,CHE,1956,11,1
IDN,IND,1956,11,1
IDN,NLD,1956,11,10
IND,THA,1956,11,3
IND,JPN,1956,11,5
IND,CHN,1956,11,16
IND,LKA,1956,11,3
IND,NPL,1956,11,2
IND,ZAF,1956,11,11
IND,MNG,1956,11,4
IND,TTO,1956,11,1
IND,SAU,1956,11,1
IND,URS,1956,11,18
IND,TUN,1956,11,1
IND,MAR,1956,11,1
IND,GHA,1956,11,1
IND,USA,1956,11,16
IND,DZA,1956,11,9
IND,GBR,1956,11,8
IND,CYP,1956,11,5
IND,GRC,1956,11,1
IND,ISL,1956,11,1
IND,NLD,1956,11,1
IND,IDN,1956,11,6
IND,AUS,1956,11,1
IND,PRT,1956,11,1
IND,FRA,1956,11,3
IND,ITA,1956,11,1
IND,DEU,1956,11,1
IND,PAK,1956,11,8
IND,CAN,1956,11,6
IND,PRK,1956,11,3
IND,LAO,1956,11,2
IND,KHM,1956,11,1
IND,POL,1956,11,2
IND,EGY,1956,11,21
IND,ISR,1956,11,1
IND,HUN,1956,11,5
IND,DDR,1956,11,1
IRL,URS,1956,11,14
IRL,EGY,1956,11,29
IRL,ISR,1956,11,9
IRL,SYR,1956,11,1
IRL,ARE,1956,11,11
IRL,FRA,1956,11,6
IRL,GBR,1956,11,2
IRL,HUN,1956,11,9
IRL,IND,1956,11,1
IRL,TUN,1956,11,1
IRL,DDR,1956,11,1
IRL,PSE,1956,11,2
IRL,IRQ,1956,11,1
IRL,PRK,1956,11,1
IRL,CYP,1956,11,1
IRL,DZA,1956,11,1
IRN,HUN,1956,11,4
IRN,FRA,1956,11,3
IRN,GBR,1956,11,6
IRN,ISR,1956,11,4
IRN,EGY,1956,11,12
IRN,USA,1956,11,4
IRN,IRQ,1956,11,1
IRN,PAK,1956,11,1
IRN,TUR,1956,11,1
IRN,PSE,1956,11,1
IRN,DZA,1956,11,2
IRN,ZAF,1956,11,1
IRN,DEU,1956,11,3
IRQ,JOR,1956,11,2
IRQ,LBY,1956,11,2
IRQ,SDN,1956,11,2
IRQ,MAR,1956,11,4
IRQ,TUN,1956,11,3
IRQ,USA,1956,11,7
IRQ,ESP,1956,11,1
IRQ,ITA,1956,11,1
IRQ,LKA,1956,11,2
IRQ,JPN,1956,11,1
IRQ,URS,1956,11,14
IRQ,PRK,1956,11,2
IRQ,CHN,1956,11,3
IRQ,EGY,1956,11,18
IRQ,ISR,1956,11,33
IRQ,ARE,1956,11,17
IRQ,HUN,1956,11,4
IRQ,PSE,1956,11,15
IRQ,SYR,1956,11,1
IRQ,LBN,1956,11,2
IRQ,FRA,1956,11,21
IRQ,DZA,1956,11,15
IRQ,IDN,1956,11,1
IRQ,CSK,1956,11,3
IRQ,MOZ,1956,11,1
IRQ,GBR,1956,11,6
IRQ,DDR,1956,11,1
IRQ,LTU,1956,11,2
IRQ,LVA,1956,11,2
IRQ,EST,1956,11,2
IRQ,POL,1956,11,1
IRQ,DEU,1956,11,1
IRQ,RUS,1956,11,1
IRQ,BLR,1956,11,1
IRQ,MMR,1956,11,1
IRQ,IND,1956,11,1
IRQ,PAK,1956,11,1
IRQ,ZAF,1956,11,4
ISR,HUN,1956,11,1
ISR,NOR,1956,11,1
ISR,PSE,1956,11,3
ISR,ARE,1956,11,23
ISR,IRQ,1956,11,3
ISR,SYR,1956,11,4
ISR,EGY,1956,11,38
ISR,DEU,1956,11,1
ISR,URS,1956,11,4
ISR,JOR,1956,11,6
ISR,YEM,1956,11,1
ISR,LBN,1956,11,1
ISR,CHN,1956,11,3
ISR,PRK,1956,11,1
ISR,IND,1956,11,1
ISR,PAK,1956,11,1
ISR,GRC,1956,11,1
ISR,TUR,1956,11,1
ISR,USA,1956,11,1
ITA,USA,1956,11,2
ITA,JPN,1956,11,1
ITA,EGY,1956,11,3
ITA,ISR,1956,11,2
ITA,GBR,1956,11,1
ITA,FRA,1956,11,1
ITA,MLI,1956,11,1
ITA,SOM,1956,11,1
ITA,URS,1956,11,3
ITA,HUN,1956,11,1
ITA,CSK,1956,11,2
JOR,ARE,1956,11,19
JOR,ZAF,1956,11,6
JOR,USA,1956,11,1
JOR,JPN,1956,11,2
JOR,PSE,1956,11,21
JOR,ISR,1956,11,31
JOR,EGY,1956,11,15
JOR,GBR,1956,11,3
JOR,FRA,1956,11,8
JOR,DZA,1956,11,14
JOR,IND,1956,11,1
JOR,PAK,1956,11,1
JOR,IDN,1956,11,5
JOR,NLD,1956,11,3
KHM,HUN,1956,11,1
KHM,IND,1956,11,1
KHM,CHE,1956,11,1
KHM,SWE,1956,11,1
KHM,AUT,1956,11,2
KHM,YUG,1956,11,3
KHM,JPN,1956,11,1
KHM,FRA,1956,11,1
KHM,LAO,1956,11,1
KHM,CSK,1956,11,2
KHM,CHN,1956,11,1
KHM,POL,1956,11,1
KHM,URS,1956,11,1
KHM,ZAF,1956,11,1
KHM,USA,1956,11,4
KHM,PHL,1956,11,1
LAO,GBR,1956,11,3
LAO,PRK,1956,11,1
LAO,JPN,1956,11,1
LAO,CSK,1956,11,1
LAO,USA,1956,11,4
LAO,IND,1956,11,1
LAO,THA,1956,11,1
LAO,DDR,1956,11,1
LAO,DEU,1956,11,1
LAO,FRA,1956,11,1
LAO,HUN,1956,11,2
LAO,EGY,1956,11,1
LBR,DDR,1956,11,1
LBR,DEU,1956,11,1
LBR,USA,1956,11,1
LBR,ZAF,1956,11,3
LBY,GBR,1956,11,3
LBY,USA,1956,11,1
LBY,SDN,1956,11,1
LBY,TUN,1956,11,1
LBY,MAR,1956,11,1
LBY,EGY,1956,11,2
LBY,PSE,1956,11,1
LBY,DZA,1956,11,2
LBY,IDN,1956,11,1
LKA,TWN,1956,11,1
LKA,JPN,1956,11,1
LKA,EGY,1956,11,29
LKA,HUN,1956,11,18
LKA,AUS,1956,11,1
LKA,GBR,1956,11,6
LKA,FRA,1956,11,4
LKA,ISR,1956,11,9
LKA,ARE,1956,11,1
LKA,URS,1956,11,3
LKA,CUB,1956,11,1
LKA,IND,1956,11,1
LKA,IDN,1956,11,1
MAR,USA,1956,11,1
MAR,FRA,1956,11,5
MAR,DZA,1956,11,23
MAR,DDR,1956,11,1
MAR,EGY,1956,11,4
MAR,ISR,1956,11,1
MAR,GBR,1956,11,1
MMR,THA,1956,11,1
MMR,TWN,1956,11,2
MMR,JPN,1956,11,2
MMR,DDR,1956,11,2
MMR,EGY,1956,11,9
MMR,GBR,1956,11,1
MMR,FRA,1956,11,3
MMR,ISR,1956,11,3
MMR,URS,1956,11,1
MMR,HUN,1956,11,1
MMR,IND,1956,11,1
MMR,LKA,1956,11,1
MMR,IDN,1956,11,4
MMR,DZA,1956,11,2
MMR,NLD,1956,11,4
MMR,CHN,1956,11,1
NLD,JPN,1956,11,1
NLD,TTO,1956,11,1
NLD,HUN,1956,11,3
NLD,EGY,1956,11,1
NLD,IDN,1956,11,4
NLD,USA,1956,11,1
NLD,ISR,1956,11,1
NLD,ARE,1956,11,1
NLD,NOR,1956,11,1
NOR,HUN,1956,11,9
NOR,EGY,1956,11,8
NOR,ISR,1956,11,12
NOR,PSE,1956,11,1
NOR,ARE,1956,11,4
NOR,URS,1956,11,8
NOR,USA,1956,11,1
NOR,CAN,1956,11,1
NOR,CHN,1956,11,1
NPL,IND,1956,11,6
NPL,CHN,1956,11,4
NPL,IRN,1956,11,1
NPL,TWN,1956,11,2
NPL,EGY,1956,11,3
NPL,ISR,1956,11,1
NPL,GBR,1956,11,1
NPL,FRA,1956,11,1
NPL,URS,1956,11,3
NPL,HUN,1956,11,3
NPL,PSE,1956,11,1
NPL,JPN,1956,11,1
NPL,BLR,1956,11,1
NPL,ZAF,1956,11,1
NPL,USA,1956,11,2
NZL,THA,1956,11,2
NZL,EGY,1956,11,9
NZL,ISR,1956,11,19
NZL,FRA,1956,11,2
NZL,GBR,1956,11,3
NZL,URS,1956,11,9
NZL,PSE,1956,11,8
NZL,CAN,1956,11,1
NZL,HUN,1956,11,5
NZL,USA,1956,11,4
NZL,ARE,1956,11,3
NZL,JOR,1956,11,2
NZL,BLR,1956,11,1
NZL,LKA,1956,11,2
NZL,MMR,1956,11,2
NZL,KHM,1956,11,2
NZL,IDN,1956,11,2
NZL,JPN,1956,11,3
NZL,LAO,1956,11,1
NZL,NPL,1956,11,2
NZL,PHL,1956,11,1
NZL,ZAF,1956,11,2
NZL,IND,1956,11,1
NZL,PAK,1956,11,1
NZL,TGO,1956,11,1
NZL,GHA,1956,11,1
NZL,TTO,1956,11,1
PAK,DDR,1956,11,1
PAK,CHL,1956,11,1
PAK,TUN,1956,11,2
PAK,MAR,1956,11,2
PAK,SDN,1956,11,2
PAK,JPN,1956,11,2
PAK,USA,1956,11,5
PAK,ARE,1956,11,4
PAK,ISR,1956,11,5
PAK,EGY,1956,11,2
PAK,HUN,1956,11,1
PAK,DZA,1956,11,1
PAK,IND,1956,11,7
PAK,CHN,1956,11,1
PAN,HUN,1956,11,4
PAN,URS,1956,11,4
PAN,CUB,1956,11,1
PAN,IND,1956,11,1
PAN,FRA,1956,11,1
PAN,GBR,1956,11,1
PAN,ISR,1956,11,1
PAN,EGY,1956,11,3
PAN,USA,1956,11,13
PER,CSK,1956,11,1
PER,PRK,1956,11,2
PER,JPN,1956,11,2
PER,DEU,1956,11,2
PER,ESP,1956,11,2
PER,PRT,1956,11,3
PER,ITA,1956,11,1
PER,USA,1956,11,8
PER,BRA,1956,11,1
PER,OMN,1956,11,1
PER,HUN,1956,11,11
PER,ZAF,1956,11,2
PER,POL,1956,11,2
PER,URS,1956,11,24
PER,RUS,1956,11,3
PER,CHN,1956,11,4
PER,IRN,1956,11,1
PER,GRC,1956,11,1
PER,ISR,1956,11,1
PER,ARE,1956,11,2
PER,EGY,1956,11,1
PER,IND,1956,11,1
PHL,EGY,1956,11,1
PHL,ISR,1956,11,1
PHL,URS,1956,11,3
PHL,USA,1956,11,2
PHL,GBR,1956,11,4
PHL,FRA,1956,11,1
PHL,PRK,1956,11,4
PHL,CHN,1956,11,1
PHL,KOR,1956,11,1
PHL,CYP,1956,11,5
PHL,GRC,1956,11,1
PHL,TUN,1956,11,1
PHL,SDN,1956,11,1
PHL,MAR,1956,11,1
PHL,GHA,1956,11,1
PHL,TTO,1956,11,2
PHL,MLI,1956,11,1
POL,USA,1956,11,4
POL,GBR,1956,11,1
POL,FRA,1956,11,1
POL,ISR,1956,11,1
POL,EGY,1956,11,4
POL,ZAF,1956,11,2
POL,URS,1956,11,7
POL,DEU,1956,11,6
POL,HUN,1956,11,3
PRT,GRC,1956,11,1
PRT,ARE,1956,11,1
PRT,OMN,1956,11,1
PRT,DDR,1956,11,1
PRT,USA,1956,11,1
PRT,BRA,1956,11,3
PRT,ZAF,1956,11,1
PRT,LUX,1956,11,1
PRT,HUN,1956,11,2
PRY,EGY,1956,11,5
PRY,ISR,1956,11,3
PRY,GBR,1956,11,5
PRY,FRA,1956,11,4
PRY,CAN,1956,11,1
PRY,COL,1956,11,1
PRY,USA,1956,11,7
PRY,IND,1956,11,1
PRY,NOR,1956,11,1
PRY,YUG,1956,11,1
PRY,HUN,1956,11,6
PRY,URS,1956,11,18
PRY,DEU,1956,11,3
ROU,URS,1956,11,6
ROU,TWN,1956,11,1
ROU,GRC,1956,11,3
ROU,USA,1956,11,7
ROU,DEU,1956,11,4
ROU,FRA,1956,11,1
ROU,ISR,1956,11,1
ROU,EGY,1956,11,2
ROU,CYP,1956,11,5
ROU,DZA,1956,11,1
ROU,GBR,1956,11,2
ROU,CHN,1956,11,3
ROU,HUN,1956,11,2
ROU,CSK,1956,11,2
RUS,URS,1956,11,67
RUS,PRK,1956,11,1
RUS,CHN,1956,11,7
RUS,ARE,1956,11,4
RUS,GBR,1956,11,42
RUS,FRA,1956,11,31
RUS,ISR,1956,11,29
RUS,EGY,1956,11,65
RUS,HUN,1956,11,11
RUS,NLD,1956,11,3
RUS,OMN,1956,11,1
RUS,USA,1956,11,30
RUS,DDR,1956,11,2
RUS,IRN,1956,11,1
RUS,IND,1956,11,5
RUS,PSE,1956,11,1
RUS,JOR,1956,11,1
RUS,SYR,1956,11,2
RUS,ZAF,1956,11,3
RUS,CUB,1956,11,2
RUS,CSK,1956,11,1
RUS,POL,1956,11,1
RUS,ROU,1956,11,1
RUS,DEU,1956,11,7
RUS,ITA,1956,11,2
RUS,MAR,1956,11,4
RUS,LBY,1956,11,4
RUS,JPN,1956,11,4
RUS,KOR,1956,11,4
RUS,PHL,1956,11,3
RUS,CAN,1956,11,2
RUS,ESP,1956,11,2
RUS,TUR,1956,11,1
RUS,GRC,1956,11,1
RUS,ISL,1956,11,1
RUS,SAU,1956,11,1
RUS,LBR,1956,11,1
RUS,TTO,1956,11,2
RUS,TUN,1956,11,1
RUS,CYP,1956,11,1
RUS,TWN,1956,11,5
RUS,YUG,1956,11,1
RUS,IDN,1956,11,3
RUS,MMR,1956,11,1
RUS,DZA,1956,11,1
RUS,PRT,1956,11,1
SDN,ZAF,1956,11,1
SDN,EGY,1956,11,12
SDN,GBR,1956,11,3
SDN,FRA,1956,11,4
SDN,ISR,1956,11,5
SDN,PSE,1956,11,2
SDN,DZA,1956,11,2
SDN,USA,1956,11,1
SLV,BLR,1956,11,1
SLV,EGY,1956,11,2
SLV,ISR,1956,11,2
SLV,GBR,1956,11,2
SLV,FRA,1956,11,1
SLV,PSE,1956,11,1
SLV,HUN,1956,11,1
SLV,URS,1956,11,1
SLV,CUB,1956,11,1
SLV,USA,1956,11,1
SWE,EGY,1956,11,9
SWE,GBR,1956,11,3
SWE,FRA,1956,11,2
SWE,ISR,1956,11,6
SWE,USA,1956,11,2
SWE,ARE,1956,11,1
SWE,HUN,1956,11,10
SWE,URS,1956,11,15
SWE,BFA,1956,11,1
SWE,YUG,1956,11,1
SWE,POL,1956,11,1
SWE,AUT,1956,11,2
SWE,FIN,1956,11,1
SYR,DZA,1956,11,21
SYR,USA,1956,11,12
SYR,URS,1956,11,5
SYR,GBR,1956,11,10
SYR,FRA,1956,11,23
SYR,ISR,1956,11,24
SYR,VNM,1956,11,1
SYR,EGY,1956,11,5
SYR,CHN,1956,11,2
SYR,TKM,1956,11,1
SYR,ARE,1956,11,24
SYR,MAR,1956,11,8
SYR,IRQ,1956,11,2
SYR,PSE,1956,11,8
SYR,ZAF,1956,11,5
SYR,JOR,1956,11,1
SYR,TUN,1956,11,9
SYR,DEU,1956,11,2
THA,JPN,1956,11,1
TUN,DZA,1956,11,13
TUN,FRA,1956,11,21
TUN,EGY,1956,11,4
TUN,MAR,1956,11,1
TUN,DEU,1956,11,2
TUN,IRL,1956,11,4
TUN,GBR,1956,11,1
TUN,ZAF,1956,11,1
TUN,USA,1956,11,3
TUN,ARE,1956,11,1
UKR,ZAF,1956,11,2
UKR,TWN,1956,11,1
UKR,CHN,1956,11,4
UKR,USA,1956,11,15
UKR,URS,1956,11,19
UKR,GBR,1956,11,6
UKR,FRA,1956,11,8
UKR,ISR,1956,11,8
UKR,EGY,1956,11,8
UKR,ARE,1956,11,1
UKR,SYR,1956,11,1
UKR,JOR,1956,11,1
UKR,HUN,1956,11,4
UKR,DEU,1956,11,2
URY,USA,1956,11,10
URY,PRK,1956,11,1
URY,EGY,1956,11,1
URY,HUN,1956,11,2
URY,MMR,1956,11,1
URY,MLT,1956,11,1
URY,ARG,1956,11,2
URY,URS,1956,11,1
URY,GBR,1956,11,1
URY,LUX,1956,11,1
USA,THA,1956,11,1
USA,HUN,1956,11,2
USA,URS,1956,11,3
USA,PSE,1956,11,1
USA,CHN,1956,11,1
USA,EGY,1956,11,1
USA,ISR,1956,11,1
USA,MAR,1956,11,1
USA,TUN,1956,11,1
USA,SDN,1956,11,1
USA,JPN,1956,11,2
USA,CSK,1956,11,1
VEN,USA,1956,11,2
VEN,CHN,1956,11,1
VEN,URS,1956,11,1
VEN,HUN,1956,11,3
VEN,PAN,1956,11,1
YEM,EGY,1956,11,5
YEM,PSE,1956,11,2
YEM,GBR,1956,11,1
YEM,DZA,1956,11,10
YEM,FRA,1956,11,3
YEM,CYP,1956,11,2
YEM,ISR,1956,11,5
YEM,ARE,1956,11,1
YUG,HUN,1956,11,5
YUG,PRK,1956,11,1
YUG,CHN,1956,11,1
YUG,AUT,1956,11,2
YUG,URS,1956,11,9
YUG,USA,1956,11,5
YUG,EGY,1956,11,9
YUG,DZA,1956,11,2
YUG,CYP,1956,11,2
YUG,TUN,1956,11,1
YUG,POL,1956,11,1
ZAF,URS,1956,11,5
ZAF,IND,1956,11,38
ZAF,PAK,1956,11,4
ZAF,RUS,1956,11,2
ZAF,USA,1956,11,5
ZAF,HUN,1956,11,3
ZAF,GBR,1956,11,1
ZAF,PRK,1956,11,3
ZAF,CHN,1956,11,1
ZAF,LBN,1956,11,1
AFG,GBR,1957,12,1
ALB,DEU,1957,12,1
ALB,USA,1957,12,20
ALB,EGY,1957,12,5
ALB,HUN,1957,12,2
ALB,URS,1957,12,16
ALB,GBR,1957,12,8
ALB,CHN,1957,12,3
ALB,CSK,1957,12,1
ALB,ARE,1957,12,9
ALB,FRA,1957,12,3
ALB,ISR,1957,12,2
ALB,DZA,1957,12,3
ALB,YEM,1957,12,2
ALB,OMN,1957,12,2
ALB,SYR,1957,12,21
ALB,IRQ,1957,12,2
ALB,JOR,1957,12,1
ALB,TWN,1957,12,2
ALB,MNG,1957,12,2
ALB,ROU,1957,12,1
ARG,NZL,1957,12,1
ARG,GBR,1957,12,3
ARG,USA,1957,12,3
ARG,DEU,1957,12,4
ARG,EGY,1957,12,2
ARG,HUN,1957,12,3
ARG,URS,1957,12,8
ARG,CHN,1957,12,1
ARG,NLD,1957,12,1
ARG,GRC,1957,12,1
ARG,IDN,1957,12,1
ARG,MEX,1957,12,1
ARG,YUG,1957,12,1
ARG,CAN,1957,12,1
AUS,NZL,1957,12,2
AUS,THA,1957,12,1
AUS,HUN,1957,12,13
AUS,ISR,1957,12,3
AUS,URS,1957,12,32
AUS,USA,1957,12,2
AUS,GBR,1957,12,2
AUS,DEU,1957,12,4
AUS,RUS,1957,12,1
AUS,EGY,1957,12,4
AUS,ARE,1957,12,1
AUS,CAN,1957,12,3
AUS,PSE,1957,12,3
AUS,SYR,1957,12,1
AUS,JOR,1957,12,1
AUS,LBN,1957,12,1
AUS,IRQ,1957,12,1
AUS,IRN,1957,12,1
AUS,GHA,1957,12,3
AUT,HUN,1957,12,4
AUT,DEU,1957,12,1
BEL,GBR,1957,12,2
BEL,CAN,1957,12,1
BEL,URS,1957,12,9
BEL,RUS,1957,12,1
BEL,DEU,1957,12,2
BEL,USA,1957,12,2
BEL,IND,1957,12,1
BGR,EGY,1957,12,2
BGR,USA,1957,12,16
BGR,GBR,1957,12,5
